,DCODE,EV_COUNT,MPS_COUNT,BLDG_COUNT,MA_HH,EDU_PERCENT,T_POP,T_WP
226,G16,3.0,128.0,433.0,1033.8,0.5648919333808758,47.704,29.27
227,H16,7.0,165.0,943.0,510.1617647058824,0.49403767035784985,79.845,46.931
228,I16,3.0,0.0,97.0,581.075,0.4526152461098085,62.479,34.094
229,J16,5.0,585.0,1646.0,230.75483870967741,0.24961826750036661,296.493,151.382
230,K16,8.0,513.0,1073.0,300.795,0.2970318750772834,177.827,92.12
231,L16,0.0,75.0,20.0,530.0333333333333,0.34907716590397525,30.907,15.664
232,M16,0.0,0.0,11.0,400.3,0.26957130435803,23.112,11.354
233,N16,0.0,0.0,7.0,556.25,0.35616538303629286,3.602,1.981
234,O16,0.0,0.0,28.0,452.375,0.32590371548173924,10.172,5.292
235,P16,0.0,1.0,339.0,435.3285714285714,0.36386279196870763,19.894,10.092
236,Q16,1.0,262.0,1918.0,385.87,0.3203760866954254,75.127,39.893
237,R16,0.0,0.0,969.0,422.15,0.2963041954662906,21.28,11.506
238,S16,0.0,94.0,821.0,246.8,0.253072037251783,29.162,14.834
239,T16,0.0,0.0,706.0,202.59285714285713,0.19044948423582334,28.223,13.559
240,U16,0.0,24.0,50.0,163.0,0.14102630189085189,10.295,4.341
241,V16,0.0,0.0,124.0,147.275,0.13368781914870667,6.981,2.882
242,D17,0.0,0.0,0.0,704.5,0.4925124792013311,1.803,0.891
243,E17,0.0,0.0,73.0,1378.8333333333335,0.36210636747902586,9.548,5.431
244,F17,1.0,50.0,512.0,885.975,0.37579393763873353,23.183,11.52
245,G17,8.0,400.0,1274.0,426.8943396226415,0.43604543301200344,99.107,59.578
246,H17,11.0,99.0,385.0,291.04285714285714,0.43176703527534566,33.569,19.587
247,I17,9.0,1052.0,2616.0,281.1897435897436,0.31445745693535393,218.321,115.337
248,J17,8.0,1670.0,3010.0,311.34296875,0.31244792578550235,301.988,153.316
249,K17,4.0,203.0,674.0,570.15,0.388204714407726,107.095,53.431
250,L17,0.0,302.0,642.0,434.6727272727273,0.33641082371675696,111.673,54.882
251,M17,1.0,440.0,504.0,373.95833333333337,0.3273043937622518,118.667,58.223
252,N17,0.0,0.0,3.0,569.9,0.37855143306002204,12.22,6.413
253,O17,0.0,0.0,2.0,527.125,0.3579567196820911,14.045,7.485
254,P17,0.0,70.0,392.0,457.0,0.36022828397615736,34.734,17.604
255,Q17,3.0,486.0,1625.0,287.5813953488372,0.2707603997599876,201.138,100.368
256,R17,0.0,0.0,138.0,321.48,0.29444113559843715,34.344,18.334
257,S17,0.0,0.0,19.0,261.325,0.24474341353998808,11.843,5.917
258,T17,0.0,0.0,114.0,185.46666666666667,0.15670247961883185,10.099,4.76
259,U17,0.0,0.0,95.0,171.61666666666667,0.14515883595447,11.2,4.852
260,V17,0.0,0.0,0.0,140.63333333333333,0.12350269863165934,6.111,2.27
261,D18,0.0,32.0,1.0,818.4666666666667,0.43984391077879387,9.211,5.065
262,E18,1.0,102.0,343.0,1396.55,0.5005544571778714,12.861,7.654
263,F18,0.0,53.0,184.0,1152.757142857143,0.47850252383001984,18.171,10.891
264,G18,5.0,383.0,999.0,637.7357142857143,0.4856624367416848,99.421,58.423
265,H18,6.0,237.0,1060.0,386.3904761904762,0.4096810595877769,161.365,88.837
266,I18,5.0,420.0,801.0,298.9072727272727,0.35291526987373056,232.935,120.996
267,J18,6.0,1393.0,1565.0,332.8313432835821,0.3071599226628044,225.249,112.649
268,K18,7.0,296.0,881.0,268.3534482758621,0.2422740602693334,375.055,183.421
269,L18,0.0,71.0,141.0,251.025,0.26062040172439555,67.667,31.772
270,M18,6.0,184.0,890.0,314.5352941176471,0.33258135645424386,210.658,102.645
271,N18,2.0,107.0,637.0,477.4142857142857,0.3864964510074024,117.53,61.518
272,O18,0.0,20.0,501.0,569.7,0.4404774174509926,18.646,9.804
273,P18,0.0,139.0,202.0,564.3444444444444,0.44091678829603287,20.761,10.656
274,Q18,0.0,134.0,88.0,497.475,0.3608997311140288,16.688,8.257
275,R18,0.0,90.0,280.0,401.2428571428572,0.32985612119487967,19.55,10.225
276,S18,0.0,0.0,21.0,291.24,0.24903396880647982,15.44,7.498
277,T18,0.0,0.0,0.0,162.06666666666666,0.15263506825935552,7.589,2.843
278,U18,0.0,0.0,43.0,162.06666666666666,0.15263506825935552,7.589,2.843
279,V18,0.0,0.0,11.0,149.6,0.11926606917559635,7.055,2.509
280,C19,1.0,0.0,75.0,440.0,0.28529807261317797,4.462,1.665
281,D19,1.0,150.0,265.0,766.4333333333333,0.44767319110066633,23.888,12.54
282,E19,0.0,19.0,15.0,835.9875,0.48287333167056823,20.099,11.493
283,F19,0.0,0.0,3.0,694.8666666666667,0.4968969019684155,9.131,5.471
284,G19,0.0,20.0,18.0,410.5571428571428,0.36991124639483214,55.815,28.936
285,H19,10.0,176.0,675.0,410.46666666666664,0.40556634913113687,199.278,107.772
286,I19,10.0,105.0,257.0,220.79,0.24290240721838746,76.655,37.317
287,J19,19.0,91.0,712.0,242.55588235294118,0.2449721577717361,332.419,160.493
288,K19,0.0,45.0,229.0,299.71153846153845,0.26958537418841627,228.359,111.82
289,L19,0.0,0.0,16.0,350.375,0.2667456062783807,13.631,7.139
290,M19,0.0,205.0,767.0,376.03076923076924,0.3323255624976201,101.165,52.846
291,N19,1.0,45.0,326.0,484.0846153846154,0.3774277694424511,124.054,65.857
292,O19,0.0,38.0,700.0,562.3125,0.4446314497856374,54.302,28.81
293,P19,0.0,0.0,181.0,591.7,0.44563486752100284,14.791,6.703
294,Q19,0.0,27.0,310.0,474.95,0.3382977973680207,8.915,4.115
295,R19,0.0,0.0,474.0,396.51428571428573,0.3293663175202279,19.667,9.717
296,S19,0.0,0.0,3.0,280.075,0.2603114826431866,11.084,5.272
297,T19,0.0,0.0,11.0,274.75,0.21807693837769027,5.015,2.181
298,U19,0.0,0.0,68.0,146.9,0.1341130604288499,2.565,0.871
299,V19,0.0,0.0,197.0,157.85,0.11265723378088058,9.383,3.343
300,C20,0.0,0.0,0.0,440.0,0.28529807261317797,4.462,1.665
301,D20,0.0,0.0,2.0,441.25,0.3990977465645374,6.129,2.704
302,E20,0.0,0.0,22.0,740.35,0.4613686431647934,9.639,5.48
303,F20,0.0,0.0,44.0,355.06666666666666,0.2874953839928799,59.923,31.125
304,G20,5.0,127.0,532.0,278.0093023255814,0.2741709362131546,220.965,114.695
305,H20,3.0,175.0,380.0,357.8787878787878,0.3347393081985449,222.0,113.579
306,I20,7.0,162.0,697.0,267.91739130434786,0.2547044513716417,379.682,186.349
307,J20,0.0,151.0,356.0,253.22894736842107,0.23672217311298374,264.717,125.86
308,K20,0.0,21.0,130.0,465.9571428571428,0.3693503272417439,21.453,11.929
309,L20,0.0,0.0,3.0,328.5,0.2894947151621023,4.254,2.127
310,M20,0.0,0.0,1.0,338.7,0.2489995546832979,2.316,1.118
311,N20,0.0,0.0,124.0,271.6,0.26379746067128607,13.63,6.948
312,O20,0.0,74.0,310.0,366.5,0.33218458356634095,162.24,85.207
313,P20,1.0,0.0,396.0,446.9,0.40231032943940004,93.103,49.391
314,Q20,0.0,0.0,0.0,299.9,0.2270864783265042,4.637,1.828
315,R20,2.0,178.0,141.0,346.96666666666664,0.29765684368754763,11.042,5.184
316,S20,0.0,0.0,0.0,402.6,0.3020408163265306,2.45,1.31
317,T20,0.0,0.0,34.0,274.75,0.21807693837769027,5.015,2.181
318,U20,0.0,0.0,17.0,274.75,0.21807693837769027,5.015,2.181
319,V20,0.0,0.0,203.0,157.85,0.11265723378088058,9.383,3.343
320,A21,0.0,0.0,13.0,252.0,0.4369747899159664,1.547,0.939
321,B21,0.0,0.0,0.0,252.0,0.4369747899159664,1.547,0.939
322,C21,0.0,0.0,0.0,350.8666666666666,0.42530962518343424,5.367,3.063
323,D21,0.0,0.0,82.0,400.3,0.41947704281716813,3.82,2.124
324,E21,0.0,37.0,104.0,400.3,0.41947704281716813,3.82,2.124
325,F21,0.0,54.0,26.0,290.42,0.26060390627818053,37.457,19.781
326,G21,3.0,63.0,149.0,307.93333333333334,0.2820877844090072,97.866,51.677
327,H21,0.0,0.0,13.0,372.25,0.3154232531198234,48.632,25.499
328,I21,7.0,0.0,327.0,384.75,0.331536694827006,214.08,112.9
329,J21,1.0,169.0,694.0,374.2090909090909,0.3256307422000051,168.494,89.982
330,K21,1.0,40.0,663.0,466.62,0.3792320657249221,18.293,10.391
331,L21,1.0,157.0,233.0,436.46666666666664,0.3636565484137033,14.622,7.997
332,M21,0.0,9.0,23.0,371.92857142857144,0.3510068247009799,9.742,4.949
333,N21,0.0,0.0,0.0,333.48,0.30664163745751916,7.239,3.53
334,O21,0.0,0.0,0.0,361.7857142857143,0.32280319000327434,37.503,19.63
335,P21,1.0,90.0,266.0,426.66666666666663,0.3786517764526247,44.472,23.874
336,Q21,0.0,0.0,2.0,402.6,0.3020408163265306,2.45,1.31
337,R21,0.0,0.0,0.0,402.6,0.3020408163265306,2.45,1.31
338,S21,0.0,0.0,1.0,402.6,0.3020408163265306,2.45,1.31
339,T21,0.0,0.0,99.0,274.75,0.21807693837769027,5.015,2.181
340,U21,0.0,0.0,3.0,274.75,0.21807693837769027,5.015,2.181
341,V21,0.0,0.0,9.0,146.9,0.1341130604288499,2.565,0.871
342,A22,0.0,0.0,0.0,252.0,0.4369747899159664,1.547,0.939
343,B22,0.0,0.0,0.0,252.0,0.4369747899159664,1.547,0.939
344,D22,0.0,0.0,0.0,345.8389106494408,0.2964549064369183,30.69833705357143,15.560203125
345,F22,0.0,0.0,0.0,742.1,0.3562992125984252,2.032,1.136
346,G22,0.0,0.0,23.0,657.1,0.40051654382108187,27.753,15.776
347,H22,2.0,114.0,168.0,608.9,0.4232438683134505,32.609,18.91
348,I22,3.0,57.0,295.0,459.03125,0.3751921028042079,174.294,92.335
349,J22,2.0,158.0,520.0,420.35625,0.33869203309738743,103.01,53.269
350,K22,0.0,0.0,55.0,542.775,0.500597794018438,5.685,2.871
351,L22,0.0,0.0,40.0,526.8,0.4466748622045572,2.391,1.352
352,M22,0.0,344.0,1821.0,365.6727272727273,0.33858169739141614,21.824,11.157
353,N22,0.0,0.0,28.0,368.7857142857143,0.3582563848284058,12.707,6.746
354,O22,0.0,0.0,37.0,364.875,0.29847284798087415,6.576,3.43
355,P22,0.0,0.0,16.0,341.5,0.30206144334096213,5.429,2.773
356,Q22,0.0,0.0,0.0,300.0,0.270935960591133,2.03,1.003
357,R22,0.0,0.0,1.0,402.6,0.3020408163265306,2.45,1.31
358,S22,0.0,0.0,0.0,274.75,0.21807693837769027,5.015,2.181
359,T22,0.0,0.0,0.0,274.75,0.21807693837769027,5.015,2.181
360,U22,0.0,0.0,0.0,146.9,0.1341130604288499,2.565,0.871
361,V22,0.0,0.0,1.0,146.9,0.1341130604288499,2.565,0.871
362,B23,0.0,0.0,0.0,252.0,0.4369747899159664,1.547,0.939
363,C23,0.0,0.0,0.0,252.0,0.4369747899159664,1.547,0.939
364,E23,0.0,0.0,2.0,742.1,0.3562992125984252,2.032,1.136
365,F23,0.0,0.0,2.0,742.1,0.3562992125984252,2.032,1.136
366,G23,0.0,4.0,18.0,657.1,0.40051654382108187,27.753,15.776
367,H23,0.0,114.0,60.0,632.425,0.42894034540382237,34.221,19.858
368,I23,0.0,0.0,242.0,599.275,0.39757881915511933,7.598,4.482
369,J23,0.0,10.0,5.0,643.8,0.37753058746245727,6.438,4.063
370,L23,0.0,0.0,4.0,517.8,0.22070844686648503,1.468,0.335
371,M23,0.0,0.0,9.0,463.9,0.3112515315090152,3.474,1.466
372,N23,0.0,36.0,79.0,359.5,0.35809499362925207,5.966,3.115
373,O23,0.0,0.0,0.0,359.5,0.35809499362925207,5.966,3.115
374,P23,0.0,0.0,0.0,300.0,0.270935960591133,2.03,1.003
375,Q23,0.0,0.0,0.0,300.0,0.270935960591133,2.03,1.003
376,R23,0.0,0.0,0.0,402.6,0.3020408163265306,2.45,1.31
377,S23,0.0,0.0,0.0,274.75,0.21807693837769027,5.015,2.181
378,T23,0.0,0.0,0.0,274.75,0.21807693837769027,5.015,2.181
379,U23,0.0,0.0,0.0,146.9,0.1341130604288499,2.565,0.871
380,V23,0.0,0.0,1.0,146.9,0.1341130604288499,2.565,0.871
381,B24,0.0,0.0,6.0,252.0,0.4369747899159664,1.547,0.939
382,F24,0.0,0.0,0.0,742.1,0.3562992125984252,2.032,1.136
383,G24,0.0,0.0,3.0,742.1,0.3562992125984252,2.032,1.136
384,H24,0.0,0.0,3.0,742.1,0.3562992125984252,2.032,1.136
385,I24,0.0,0.0,0.0,742.1,0.3562992125984252,2.032,1.136
386,J24,0.0,0.0,0.0,748.6,0.28265696095337134,3.952,2.0
387,K24,0.0,0.0,0.0,517.8,0.22070844686648503,1.468,0.335
388,L24,0.0,0.0,6.0,517.8,0.22070844686648503,1.468,0.335
389,M24,0.0,0.0,28.0,463.9,0.3112515315090152,3.474,1.466
390,N24,0.0,0.0,11.0,463.9,0.3112515315090152,3.474,1.466
391,O24,0.0,0.0,0.0,409.26666666666665,0.29781300786972115,5.504,2.469
392,P24,0.0,0.0,2.0,408.9,0.24582220372880903,3.498,1.338
393,Q24,0.0,0.0,0.0,300.0,0.270935960591133,2.03,1.003
394,R24,0.0,0.0,0.0,300.0,0.270935960591133,2.03,1.003
395,S24,0.0,0.0,1.0,274.75,0.21807693837769027,5.015,2.181
396,T24,0.0,0.0,0.0,274.75,0.21807693837769027,5.015,2.181
397,U24,0.0,0.0,0.0,146.9,0.1341130604288499,2.565,0.871
398,V24,0.0,0.0,0.0,146.9,0.1341130604288499,2.565,0.871
399,J25,0.0,0.0,0.0,517.8,0.22070844686648503,1.468,0.335
400,K25,0.0,0.0,4.0,517.8,0.22070844686648503,1.468,0.335
401,L25,0.0,0.0,1.0,517.8,0.22070844686648503,1.468,0.335
402,M25,0.0,0.0,12.0,463.9,0.3112515315090152,3.474,1.466
403,N25,0.0,0.0,5.0,463.9,0.3112515315090152,3.474,1.466
404,O25,0.0,0.0,4.0,408.9,0.24582220372880903,3.498,1.338
405,P25,0.0,0.0,59.0,408.9,0.24582220372880903,3.498,1.338
406,Q25,0.0,0.0,14.0,300.0,0.270935960591133,2.03,1.003
407,R25,0.0,0.0,1.0,300.0,0.270935960591133,2.03,1.003
408,S25,0.0,0.0,0.0,351.3,0.28648838845883184,4.48,2.313
409,T25,0.0,0.0,0.0,274.75,0.21807693837769027,5.015,2.181
410,U25,0.0,0.0,0.0,146.9,0.1341130604288499,2.565,0.871
411,V25,0.0,0.0,0.0,146.9,0.1341130604288499,2.565,0.871
412,F26,0.0,0.0,0.0,742.1,0.3562992125984252,2.032,1.136
413,G26,0.0,0.0,0.0,742.1,0.3562992125984252,2.032,1.136
414,I26,0.0,0.0,0.0,517.8,0.22070844686648503,1.468,0.335
415,J26,0.0,0.0,0.0,517.8,0.22070844686648503,1.468,0.335
416,K26,0.0,0.0,0.0,517.8,0.22070844686648503,1.468,0.335
417,L26,0.0,0.0,8.0,517.8,0.22070844686648503,1.468,0.335
418,M26,0.0,0.0,0.0,517.8,0.22070844686648503,1.468,0.335
419,N26,0.0,0.0,0.0,408.9,0.24582220372880903,3.498,1.338
420,O26,0.0,0.0,8.0,408.9,0.24582220372880903,3.498,1.338
421,P26,0.0,0.0,11.0,300.0,0.270935960591133,2.03,1.003
422,Q26,0.0,0.0,3.0,300.0,0.270935960591133,2.03,1.003
423,R26,0.0,0.0,2.0,300.0,0.270935960591133,2.03,1.003
424,S26,0.0,0.0,0.0,300.0,0.270935960591133,2.03,1.003
425,T26,0.0,0.0,0.0,300.0,0.270935960591133,2.03,1.003
426,G27,0.0,0.0,0.0,742.1,0.3562992125984252,2.032,1.136
427,I27,0.0,0.0,0.0,517.8,0.22070844686648503,1.468,0.335
428,J27,0.0,0.0,3.0,517.8,0.22070844686648503,1.468,0.335
429,K27,0.0,0.0,0.0,517.8,0.22070844686648503,1.468,0.335
430,L27,0.0,0.0,8.0,517.8,0.22070844686648503,1.468,0.335
431,M27,0.0,0.0,3.0,517.8,0.22070844686648503,1.468,0.335
432,N27,0.0,0.0,25.0,517.8,0.22070844686648503,1.468,0.335
433,O27,0.0,0.0,7.0,408.9,0.24582220372880903,3.498,1.338
434,P27,0.0,0.0,0.0,408.9,0.24582220372880903,3.498,1.338
435,Q27,0.0,0.0,10.0,408.9,0.24582220372880903,3.498,1.338
436,R27,0.0,0.0,1.0,300.0,0.270935960591133,2.03,1.003
437,S27,0.0,0.0,0.0,300.0,0.270935960591133,2.03,1.003
438,T27,0.0,0.0,0.0,300.0,0.270935960591133,2.03,1.003
439,J28,0.0,0.0,0.0,517.8,0.22070844686648503,1.468,0.335
440,L28,0.0,0.0,0.0,517.8,0.22070844686648503,1.468,0.335
441,M28,0.0,0.0,0.0,517.8,0.22070844686648503,1.468,0.335
442,N28,0.0,0.0,0.0,517.8,0.22070844686648503,1.468,0.335
443,O28,0.0,0.0,0.0,517.8,0.22070844686648503,1.468,0.335
444,P28,0.0,0.0,0.0,517.8,0.22070844686648503,1.468,0.335
445,O29,0.0,0.0,0.0,517.8,0.22070844686648503,1.468,0.335
446,P29,0.0,0.0,0.0,517.8,0.22070844686648503,1.468,0.335
447,R30,0.0,0.0,1.0,300.0,0.270935960591133,2.03,1.003
448,V30,0.0,0.0,39.0,300.0,0.270935960591133,2.03,1.003
